IDRebaño;Raza;Categoria;t;prgest
7;2;2;1684;0.45
7;2;2;1685;0.45
7;2;2;1686;0.45
7;2;2;1687;0.45
7;2;2;1688;0.45
7;2;2;1689;0.45
7;2;2;1690;0.45
7;2;2;1691;0.45
7;2;2;1692;0.45
7;2;2;1693;0.45
7;2;2;1694;0.45
7;2;2;1695;0.45
7;2;2;1696;0.45
7;2;2;1697;0.45
7;2;2;1698;0.45
7;2;2;1699;0.45
7;2;2;1700;0.45
7;2;2;1701;0.45
7;2;2;1702;0.45
7;2;2;1703;0.45
7;2;2;1704;0.23
7;2;2;1705;0.23
7;2;2;1706;0.23
7;2;2;1707;0.23
7;2;2;1708;0.23
7;2;2;1709;0.23
7;2;2;1710;0.23
7;2;2;1711;0.23
7;2;2;1712;0.23
7;2;2;1713;0.23
7;2;2;1714;0.23
7;2;2;1715;0.23
7;2;2;1716;0.23
7;2;2;1717;0.23
7;2;2;1718;0.23
7;2;2;1719;0.23
7;2;2;1720;0.23
7;2;2;1721;0.23
7;2;2;1722;0.23
7;2;2;1723;0.23
7;2;2;1724;0.23
7;2;2;1725;0.23
7;2;2;1726;0.23
7;2;2;1727;0.23
7;2;2;1728;0.23
7;2;2;1729;0.23
7;2;2;1730;0.23
7;2;2;1731;0.23
7;2;2;1732;0.23
7;2;2;1733;0.23
7;2;2;2007;0.23
7;2;2;2008;0.23
7;2;2;2009;0.23
7;2;2;2010;0.23
7;2;2;2011;0.23
7;2;2;2012;0.23
7;2;2;2013;0.23
7;2;2;2014;0.23
7;2;2;2015;0.23
7;2;2;2016;0.23
7;2;2;2017;0.23
7;2;2;2018;0.23
7;2;2;2019;0.23
7;2;2;2020;0.23
7;2;2;2021;0.23
7;2;2;2022;0.23
7;2;2;2023;0.23
7;2;2;2024;0.23
7;2;2;2025;0.23
7;2;2;2026;0.23
7;2;2;2027;0.23
7;2;2;2028;0.23
7;2;2;2029;0.23
7;2;2;2030;0.23
7;2;2;2031;0.23
7;2;2;2032;0.23
7;2;2;2033;0.23
7;2;2;2034;0.23
7;2;2;2035;0.23
7;2;2;2036;0.23
7;2;2;2037;0.23
7;2;2;2038;0.45
7;2;2;2039;0.45
7;2;2;2040;0.45
7;2;2;2041;0.45
7;2;2;2042;0.45
7;2;2;2043;0.45
7;2;2;2044;0.45
7;2;2;2045;0.45
7;2;2;2046;0.45
7;2;2;2047;0.45
7;2;2;2048;0.45
7;2;2;2049;0.45
7;2;2;2050;0.45
7;2;2;2051;0.45
7;2;2;2052;0.45
7;2;2;2053;0.45
7;2;2;2054;0.45
7;2;2;2055;0.45
7;2;2;2056;0.45
7;2;2;2057;0.45
7;2;2;2058;0.45
7;2;2;2059;0.45
7;2;2;2060;0.45
7;2;2;2061;0.45
7;2;2;2062;0.45
7;2;2;2063;0.45
7;2;2;2064;0.45
7;2;2;2065;0.45
7;2;2;2066;0.45
7;2;2;2067;0.45
7;2;2;2068;0.45
7;2;2;2069;0.23
7;2;2;2070;0.23
7;2;2;2071;0.23
7;2;2;2072;0.23
7;2;2;2073;0.23
7;2;2;2074;0.23
7;2;2;2075;0.23
7;2;2;2076;0.23
7;2;2;2077;0.23
7;2;2;2078;0.23
7;2;2;2079;0.23
7;2;2;2080;0.23
7;2;2;2081;0.23
7;2;2;2082;0.23
7;2;2;2083;0.23
7;2;2;2084;0.23
7;2;2;2085;0.23
7;2;2;2086;0.23
7;2;2;2087;0.23
7;2;2;2088;0.23
7;2;2;2089;0.23
7;2;2;2090;0.23
7;2;2;2091;0.23
7;2;2;2092;0.23
7;2;2;2093;0.23
7;2;2;2094;0.23
7;2;2;2095;0.23
7;2;2;2096;0.23
7;2;2;2097;0.23
7;2;2;2098;0.23
7;2;2;2372;0.23
7;2;2;2373;0.23
7;2;2;2374;0.23
7;2;2;2375;0.23
7;2;2;2376;0.23
7;2;2;2377;0.23
7;2;2;2378;0.23
7;2;2;2379;0.23
7;2;2;2380;0.23
7;2;2;2381;0.23
7;2;2;2382;0.23
7;2;2;2383;0.23
7;2;2;2384;0.23
7;2;2;2385;0.23
7;2;2;2386;0.23
7;2;2;2387;0.23
7;2;2;2388;0.23
7;2;2;2389;0.23
7;2;2;2390;0.23
7;2;2;2391;0.23
7;2;2;2392;0.23
7;2;2;2393;0.23
7;2;2;2394;0.23
7;2;2;2395;0.23
7;2;2;2396;0.23
7;2;2;2397;0.23
7;2;2;2398;0.23
7;2;2;2399;0.23
7;2;2;2400;0.23
7;2;2;2401;0.23
7;2;2;2402;0.23
7;2;2;2403;0.45
7;2;2;2404;0.45
7;2;2;2405;0.45
7;2;2;2406;0.45
7;2;2;2407;0.45
7;2;2;2408;0.45
7;2;2;2409;0.45
7;2;2;2410;0.45
7;2;2;2411;0.45
7;2;2;2412;0.45
7;2;2;2413;0.45
7;2;2;2414;0.45
7;2;2;2415;0.45
7;2;2;2416;0.45
7;2;2;2417;0.45
7;2;2;2418;0.45
7;2;2;2419;0.45
7;2;2;2420;0.45
7;2;2;2421;0.45
7;2;2;2422;0.45
7;2;2;2423;0.45
7;2;2;2424;0.45
7;2;2;2425;0.45
7;2;2;2426;0.45
7;2;2;2427;0.45
7;2;2;2428;0.45
7;2;2;2429;0.45
7;2;2;2430;0.45
7;2;2;2431;0.45
7;2;2;2432;0.45
7;2;2;2433;0.45
7;2;2;2434;0.23
7;2;2;2435;0.23
7;2;2;2436;0.23
7;2;2;2437;0.23
7;2;2;2438;0.23
7;2;2;2439;0.23
7;2;2;2440;0.23
7;2;2;2441;0.23
7;2;2;2442;0.23
7;2;2;2443;0.23
7;2;2;2444;0.23
7;2;2;2445;0.23
7;2;2;2446;0.23
7;2;2;2447;0.23
7;2;2;2448;0.23
7;2;2;2449;0.23
7;2;2;2450;0.23
7;2;2;2451;0.23
7;2;2;2452;0.23
7;2;2;2453;0.23
7;2;2;2454;0.23
7;2;2;2455;0.23
7;2;2;2456;0.23
7;2;2;2457;0.23
7;2;2;2458;0.23
7;2;2;2459;0.23
7;2;2;2460;0.23
7;2;2;2461;0.23
7;2;2;2462;0.23
7;2;2;2463;0.23
7;2;3;182;0.1
7;2;3;183;0.1
7;2;3;184;0.1
7;2;3;185;0.1
7;2;3;186;0.1
7;2;3;187;0.1
7;2;3;188;0.1
7;2;3;189;0.1
7;2;3;190;0.1
7;2;3;191;0.1
7;2;3;192;0.1
7;2;3;193;0.1
7;2;3;194;0.1
7;2;3;195;0.1
7;2;3;196;0.1
7;2;3;197;0.1
7;2;3;198;0.1
7;2;3;199;0.1
7;2;3;200;0.1
7;2;3;201;0.1
7;2;3;202;0.1
7;2;3;203;0.1
7;2;3;204;0.1
7;2;3;205;0.1
7;2;3;206;0.1
7;2;3;207;0.1
7;2;3;208;0.1
7;2;3;209;0.1
7;2;3;210;0.1
7;2;3;211;0.1
7;2;3;212;0.1
7;2;3;213;0.23
7;2;3;214;0.23
7;2;3;215;0.23
7;2;3;216;0.23
7;2;3;217;0.23
7;2;3;218;0.23
7;2;3;219;0.23
7;2;3;220;0.23
7;2;3;221;0.23
7;2;3;222;0.23
7;2;3;223;0.23
7;2;3;224;0.23
7;2;3;225;0.23
7;2;3;226;0.23
7;2;3;227;0.23
7;2;3;228;0.23
7;2;3;229;0.23
7;2;3;230;0.23
7;2;3;231;0.23
7;2;3;232;0.23
7;2;3;233;0.23
7;2;3;234;0.23
7;2;3;235;0.23
7;2;3;236;0.23
7;2;3;237;0.23
7;2;3;238;0.23
7;2;3;239;0.23
7;2;3;240;0.23
7;2;3;241;0.23
7;2;3;242;0.23
7;2;3;243;0.23
7;2;3;244;0.1
7;2;3;245;0.1
7;2;3;246;0.1
7;2;3;247;0.1
7;2;3;248;0.1
7;2;3;249;0.1
7;2;3;250;0.1
7;2;3;251;0.1
7;2;3;252;0.1
7;2;3;253;0.1
7;2;3;254;0.1
7;2;3;255;0.1
7;2;3;256;0.1
7;2;3;257;0.1
7;2;3;258;0.1
7;2;3;259;0.1
7;2;3;260;0.1
7;2;3;261;0.1
7;2;3;262;0.1
7;2;3;263;0.1
7;2;3;264;0.1
7;2;3;265;0.1
7;2;3;266;0.1
7;2;3;267;0.1
7;2;3;268;0.1
7;2;3;269;0.1
7;2;3;270;0.1
7;2;3;271;0.1
7;2;3;272;0.1
7;2;3;273;0.1
7;2;3;547;0.1
7;2;3;548;0.1
7;2;3;549;0.1
7;2;3;550;0.1
7;2;3;551;0.1
7;2;3;552;0.1
7;2;3;553;0.1
7;2;3;554;0.1
7;2;3;555;0.1
7;2;3;556;0.1
7;2;3;557;0.1
7;2;3;558;0.1
7;2;3;559;0.1
7;2;3;560;0.1
7;2;3;561;0.1
7;2;3;562;0.1
7;2;3;563;0.1
7;2;3;564;0.1
7;2;3;565;0.1
7;2;3;566;0.1
7;2;3;567;0.1
7;2;3;568;0.1
7;2;3;569;0.1
7;2;3;570;0.1
7;2;3;571;0.1
7;2;3;572;0.1
7;2;3;573;0.1
7;2;3;574;0.1
7;2;3;575;0.1
7;2;3;576;0.1
7;2;3;577;0.1
7;2;3;578;0.23
7;2;3;579;0.23
7;2;3;580;0.23
7;2;3;581;0.23
7;2;3;582;0.23
7;2;3;583;0.23
7;2;3;584;0.23
7;2;3;585;0.23
7;2;3;586;0.23
7;2;3;587;0.23
7;2;3;588;0.23
7;2;3;589;0.23
7;2;3;590;0.23
7;2;3;591;0.23
7;2;3;592;0.23
7;2;3;593;0.23
7;2;3;594;0.23
7;2;3;595;0.23
7;2;3;596;0.23
7;2;3;597;0.23
7;2;3;598;0.23
7;2;3;599;0.23
7;2;3;600;0.23
7;2;3;601;0.23
7;2;3;602;0.23
7;2;3;603;0.23
7;2;3;604;0.23
7;2;3;605;0.23
7;2;3;606;0.23
7;2;3;607;0.23
7;2;3;608;0.23
7;2;3;609;0.1
7;2;3;610;0.1
7;2;3;611;0.1
7;2;3;612;0.1
7;2;3;613;0.1
7;2;3;614;0.1
7;2;3;615;0.1
7;2;3;616;0.1
7;2;3;617;0.1
7;2;3;618;0.1
7;2;3;619;0.1
7;2;3;620;0.1
7;2;3;621;0.1
7;2;3;622;0.1
7;2;3;623;0.1
7;2;3;624;0.1
7;2;3;625;0.1
7;2;3;626;0.1
7;2;3;627;0.1
7;2;3;628;0.1
7;2;3;629;0.1
7;2;3;630;0.1
7;2;3;631;0.1
7;2;3;632;0.1
7;2;3;633;0.1
7;2;3;634;0.1
7;2;3;635;0.1
7;2;3;636;0.1
7;2;3;637;0.1
7;2;3;638;0.1
7;2;3;912;0.1
7;2;3;913;0.1
7;2;3;914;0.1
7;2;3;915;0.1
7;2;3;916;0.1
7;2;3;917;0.1
7;2;3;918;0.1
7;2;3;919;0.1
7;2;3;920;0.1
7;2;3;921;0.1
7;2;3;922;0.1
7;2;3;923;0.1
7;2;3;924;0.1
7;2;3;925;0.1
7;2;3;926;0.1
7;2;3;927;0.1
7;2;3;928;0.1
7;2;3;929;0.1
7;2;3;930;0.1
7;2;3;931;0.1
7;2;3;932;0.1
7;2;3;933;0.1
7;2;3;934;0.1
7;2;3;935;0.1
7;2;3;936;0.1
7;2;3;937;0.1
7;2;3;938;0.1
7;2;3;939;0.1
7;2;3;940;0.1
7;2;3;941;0.1
7;2;3;942;0.1
7;2;3;943;0.23
7;2;3;944;0.23
7;2;3;945;0.23
7;2;3;946;0.23
7;2;3;947;0.23
7;2;3;948;0.23
7;2;3;949;0.23
7;2;3;950;0.23
7;2;3;951;0.23
7;2;3;952;0.23
7;2;3;953;0.23
7;2;3;954;0.23
7;2;3;955;0.23
7;2;3;956;0.23
7;2;3;957;0.23
7;2;3;958;0.23
7;2;3;959;0.23
7;2;3;960;0.23
7;2;3;961;0.23
7;2;3;962;0.23
7;2;3;963;0.23
7;2;3;964;0.23
7;2;3;965;0.23
7;2;3;966;0.23
7;2;3;967;0.23
7;2;3;968;0.23
7;2;3;969;0.23
7;2;3;970;0.23
7;2;3;971;0.23
7;2;3;972;0.23
7;2;3;973;0.23
7;2;3;974;0.1
7;2;3;975;0.1
7;2;3;976;0.1
7;2;3;977;0.1
7;2;3;978;0.1
7;2;3;979;0.1
7;2;3;980;0.1
7;2;3;981;0.1
7;2;3;982;0.1
7;2;3;983;0.1
7;2;3;984;0.1
7;2;3;985;0.1
7;2;3;986;0.1
7;2;3;987;0.1
7;2;3;988;0.1
7;2;3;989;0.1
7;2;3;990;0.1
7;2;3;991;0.1
7;2;3;992;0.1
7;2;3;993;0.1
7;2;3;994;0.1
7;2;3;995;0.1
7;2;3;996;0.1
7;2;3;997;0.1
7;2;3;998;0.1
7;2;3;999;0.1
7;2;3;1000;0.1
7;2;3;1001;0.1
7;2;3;1002;0.1
7;2;3;1003;0.1
7;2;3;1277;0.1
7;2;3;1278;0.1
7;2;3;1279;0.1
7;2;3;1280;0.1
7;2;3;1281;0.1
7;2;3;1282;0.1
7;2;3;1283;0.1
7;2;3;1284;0.1
7;2;3;1285;0.1
7;2;3;1286;0.1
7;2;3;1287;0.1
7;2;3;1288;0.1
7;2;3;1289;0.1
7;2;3;1290;0.1
7;2;3;1291;0.1
7;2;3;1292;0.1
7;2;3;1293;0.1
7;2;3;1294;0.1
7;2;3;1295;0.1
7;2;3;1296;0.1
7;2;3;1297;0.1
7;2;3;1298;0.1
7;2;3;1299;0.1
7;2;3;1300;0.1
7;2;3;1301;0.1
7;2;3;1302;0.1
7;2;3;1303;0.1
7;2;3;1304;0.1
7;2;3;1305;0.1
7;2;3;1306;0.1
7;2;3;1307;0.1
7;2;3;1308;0.23
7;2;3;1309;0.23
7;2;3;1310;0.23
7;2;3;1311;0.23
7;2;3;1312;0.23
7;2;3;1313;0.23
7;2;3;1314;0.23
7;2;3;1315;0.23
7;2;3;1316;0.23
7;2;3;1317;0.23
7;2;3;1318;0.23
7;2;3;1319;0.23
7;2;3;1320;0.23
7;2;3;1321;0.23
7;2;3;1322;0.23
7;2;3;1323;0.23
7;2;3;1324;0.23
7;2;3;1325;0.23
7;2;3;1326;0.23
7;2;3;1327;0.23
7;2;3;1328;0.23
7;2;3;1329;0.23
7;2;3;1330;0.23
7;2;3;1331;0.23
7;2;3;1332;0.23
7;2;3;1333;0.23
7;2;3;1334;0.23
7;2;3;1335;0.23
7;2;3;1336;0.23
7;2;3;1337;0.23
7;2;3;1338;0.23
7;2;3;1339;0.1
7;2;3;1340;0.1
7;2;3;1341;0.1
7;2;3;1342;0.1
7;2;3;1343;0.1
7;2;3;1344;0.1
7;2;3;1345;0.1
7;2;3;1346;0.1
7;2;3;1347;0.1
7;2;3;1348;0.1
7;2;3;1349;0.1
7;2;3;1350;0.1
7;2;3;1351;0.1
7;2;3;1352;0.1
7;2;3;1353;0.1
7;2;3;1354;0.1
7;2;3;1355;0.1
7;2;3;1356;0.1
7;2;3;1357;0.1
7;2;3;1358;0.1
7;2;3;1359;0.1
7;2;3;1360;0.1
7;2;3;1361;0.1
7;2;3;1362;0.1
7;2;3;1363;0.1
7;2;3;1364;0.1
7;2;3;1365;0.1
7;2;3;1366;0.1
7;2;3;1367;0.1
7;2;3;1368;0.1
7;2;3;1642;0.1
7;2;3;1643;0.1
7;2;3;1644;0.1
7;2;3;1645;0.1
7;2;3;1646;0.1
7;2;3;1647;0.1
7;2;3;1648;0.1
7;2;3;1649;0.1
7;2;3;1650;0.1
7;2;3;1651;0.1
7;2;3;1652;0.1
7;2;3;1653;0.1
7;2;3;1654;0.1
7;2;3;1655;0.1
7;2;3;1656;0.1
7;2;3;1657;0.1
7;2;3;1658;0.1
7;2;3;1659;0.1
7;2;3;1660;0.1
7;2;3;1661;0.1
7;2;3;1662;0.1
7;2;3;1663;0.1
7;2;3;1664;0.1
7;2;3;1665;0.1
7;2;3;1666;0.1
7;2;3;1667;0.1
7;2;3;1668;0.1
7;2;3;1669;0.1
7;2;3;1670;0.1
7;2;3;1671;0.1
7;2;3;1672;0.1
7;2;3;1673;0.23
7;2;3;1674;0.23
7;2;3;1675;0.23
7;2;3;1676;0.23
7;2;3;1677;0.23
7;2;3;1678;0.23
7;2;3;1679;0.23
7;2;3;1680;0.23
7;2;3;1681;0.23
7;2;3;1682;0.23
7;2;3;1683;0.23
7;2;3;1684;0.23
7;2;3;1685;0.23
7;2;3;1686;0.23
7;2;3;1687;0.23
7;2;3;1688;0.23
7;2;3;1689;0.23
7;2;3;1690;0.23
7;2;3;1691;0.23
7;2;3;1692;0.23
7;2;3;1693;0.23
7;2;3;1694;0.23
7;2;3;1695;0.23
7;2;3;1696;0.23
7;2;3;1697;0.23
7;2;3;1698;0.23
7;2;3;1699;0.23
7;2;3;1700;0.23
7;2;3;1701;0.23
7;2;3;1702;0.23
7;2;3;1703;0.23
7;2;3;1704;0.1
7;2;3;1705;0.1
7;2;3;1706;0.1
7;2;3;1707;0.1
7;2;3;1708;0.1
7;2;3;1709;0.1
7;2;3;1710;0.1
7;2;3;1711;0.1
7;2;3;1712;0.1
7;2;3;1713;0.1
7;2;3;1714;0.1
7;2;3;1715;0.1
7;2;3;1716;0.1
7;2;3;1717;0.1
7;2;3;1718;0.1
7;2;3;1719;0.1
7;2;3;1720;0.1
7;2;3;1721;0.1
7;2;3;1722;0.1
7;2;3;1723;0.1
7;2;3;1724;0.1
7;2;3;1725;0.1
7;2;3;1726;0.1
7;2;3;1727;0.1
7;2;3;1728;0.1
7;2;3;1729;0.1
7;2;3;1730;0.1
7;2;3;1731;0.1
7;2;3;1732;0.1
7;2;3;1733;0.1
7;2;3;2007;0.1
7;2;3;2008;0.1
7;2;3;2009;0.1
7;2;3;2010;0.1
7;2;3;2011;0.1
7;2;3;2012;0.1
7;2;3;2013;0.1
7;2;3;2014;0.1
7;2;3;2015;0.1
7;2;3;2016;0.1
7;2;3;2017;0.1
7;2;3;2018;0.1
7;2;3;2019;0.1
7;2;3;2020;0.1
7;2;3;2021;0.1
7;2;3;2022;0.1
7;2;3;2023;0.1
7;2;3;2024;0.1
7;2;3;2025;0.1
7;2;3;2026;0.1
7;2;3;2027;0.1
7;2;3;2028;0.1
7;2;3;2029;0.1
7;2;3;2030;0.1
7;2;3;2031;0.1
7;2;3;2032;0.1
7;2;3;2033;0.1
7;2;3;2034;0.1
7;2;3;2035;0.1
7;2;3;2036;0.1
7;2;3;2037;0.1
7;2;3;2038;0.23
7;2;3;2039;0.23
7;2;3;2040;0.23
7;2;3;2041;0.23
7;2;3;2042;0.23
7;2;3;2043;0.23
7;2;3;2044;0.23
7;2;3;2045;0.23
7;2;3;2046;0.23
7;2;3;2047;0.23
7;2;3;2048;0.23
7;2;3;2049;0.23
7;2;3;2050;0.23
7;2;3;2051;0.23
7;2;3;2052;0.23
7;2;3;2053;0.23
7;2;3;2054;0.23
7;2;3;2055;0.23
7;2;3;2056;0.23
7;2;3;2057;0.23
7;2;3;2058;0.23
7;2;3;2059;0.23
7;2;3;2060;0.23
7;2;3;2061;0.23
7;2;3;2062;0.23
7;2;3;2063;0.23
7;2;3;2064;0.23
7;2;3;2065;0.23
7;2;3;2066;0.23
7;2;3;2067;0.23
7;2;3;2068;0.23
7;2;3;2069;0.1
7;2;3;2070;0.1
7;2;3;2071;0.1
7;2;3;2072;0.1
7;2;3;2073;0.1
7;2;3;2074;0.1
7;2;3;2075;0.1
7;2;3;2076;0.1
7;2;3;2077;0.1
7;2;3;2078;0.1
7;2;3;2079;0.1
7;2;3;2080;0.1
7;2;3;2081;0.1
7;2;3;2082;0.1
7;2;3;2083;0.1
7;2;3;2084;0.1
7;2;3;2085;0.1
7;2;3;2086;0.1
7;2;3;2087;0.1
7;2;3;2088;0.1
7;2;3;2089;0.1
7;2;3;2090;0.1
7;2;3;2091;0.1
7;2;3;2092;0.1
7;2;3;2093;0.1
7;2;3;2094;0.1
7;2;3;2095;0.1
7;2;3;2096;0.1
7;2;3;2097;0.1
7;2;3;2098;0.1
7;2;3;2372;0.1
7;2;3;2373;0.1
7;2;3;2374;0.1
7;2;3;2375;0.1
7;2;3;2376;0.1
7;2;3;2377;0.1
7;2;3;2378;0.1
7;2;3;2379;0.1
7;2;3;2380;0.1
7;2;3;2381;0.1
7;2;3;2382;0.1
7;2;3;2383;0.1
7;2;3;2384;0.1
7;2;3;2385;0.1
7;2;3;2386;0.1
7;2;3;2387;0.1
7;2;3;2388;0.1
7;2;3;2389;0.1
7;2;3;2390;0.1
7;2;3;2391;0.1
7;2;3;2392;0.1
7;2;3;2393;0.1
7;2;3;2394;0.1
7;2;3;2395;0.1
7;2;3;2396;0.1
7;2;3;2397;0.1
7;2;3;2398;0.1
7;2;3;2399;0.1
7;2;3;2400;0.1
7;2;3;2401;0.1
7;2;3;2402;0.1
7;2;3;2403;0.23
7;2;3;2404;0.23
7;2;3;2405;0.23
7;2;3;2406;0.23
7;2;3;2407;0.23
7;2;3;2408;0.23
7;2;3;2409;0.23
7;2;3;2410;0.23
7;2;3;2411;0.23
7;2;3;2412;0.23
7;2;3;2413;0.23
7;2;3;2414;0.23
7;2;3;2415;0.23
7;2;3;2416;0.23
7;2;3;2417;0.23
7;2;3;2418;0.23
7;2;3;2419;0.23
7;2;3;2420;0.23
7;2;3;2421;0.23
7;2;3;2422;0.23
7;2;3;2423;0.23
7;2;3;2424;0.23
7;2;3;2425;0.23
7;2;3;2426;0.23
7;2;3;2427;0.23
7;2;3;2428;0.23
7;2;3;2429;0.23
7;2;3;2430;0.23
7;2;3;2431;0.23
7;2;3;2432;0.23
7;2;3;2433;0.23
7;2;3;2434;0.1
7;2;3;2435;0.1
7;2;3;2436;0.1
7;2;3;2437;0.1
7;2;3;2438;0.1
7;2;3;2439;0.1
7;2;3;2440;0.1
7;2;3;2441;0.1
7;2;3;2442;0.1
7;2;3;2443;0.1
7;2;3;2444;0.1
7;2;3;2445;0.1
7;2;3;2446;0.1
7;2;3;2447;0.1
7;2;3;2448;0.1
7;2;3;2449;0.1
7;2;3;2450;0.1
7;2;3;2451;0.1
7;2;3;2452;0.1
7;2;3;2453;0.1
7;2;3;2454;0.1
7;2;3;2455;0.1
7;2;3;2456;0.1
7;2;3;2457;0.1
7;2;3;2458;0.1
7;2;3;2459;0.1
7;2;3;2460;0.1
7;2;3;2461;0.1
7;2;3;2462;0.1
7;2;3;2463;0.1
8;2;2;152;0.13
8;2;2;153;0.13
8;2;2;154;0.13
8;2;2;155;0.13
8;2;2;156;0.13
8;2;2;157;0.13
8;2;2;158;0.13
8;2;2;159;0.13
8;2;2;160;0.13
8;2;2;161;0.13
8;2;2;162;0.13
8;2;2;163;0.13
8;2;2;164;0.13
8;2;2;165;0.13
8;2;2;166;0.13
8;2;2;167;0.13
8;2;2;168;0.13
8;2;2;169;0.13
8;2;2;170;0.13
8;2;2;171;0.13
8;2;2;172;0.13
8;2;2;173;0.13
8;2;2;174;0.13
8;2;2;175;0.13
8;2;2;176;0.13
8;2;2;177;0.13
8;2;2;178;0.13
8;2;2;179;0.13
8;2;2;180;0.13
8;2;2;181;0.13
8;2;2;182;0.13
8;2;2;183;0.13
8;2;2;184;0.13
8;2;2;185;0.13
8;2;2;186;0.13
8;2;2;187;0.13
8;2;2;188;0.13
8;2;2;189;0.13
8;2;2;190;0.13
8;2;2;191;0.13
8;2;2;192;0.13
8;2;2;193;0.13
8;2;2;194;0.13
8;2;2;195;0.13
8;2;2;196;0.13
8;2;2;197;0.13
8;2;2;198;0.13
8;2;2;199;0.13
8;2;2;200;0.13
8;2;2;201;0.13
8;2;2;202;0.13
8;2;2;203;0.13
8;2;2;204;0.13
8;2;2;205;0.13
8;2;2;206;0.13
8;2;2;207;0.13
8;2;2;208;0.13
8;2;2;209;0.13
8;2;2;210;0.13
8;2;2;211;0.13
8;2;2;212;0.13
8;2;2;213;0.13
8;2;2;214;0.13
8;2;2;215;0.13
8;2;2;216;0.13
8;2;2;217;0.13
8;2;2;218;0.13
8;2;2;219;0.13
8;2;2;220;0.13
8;2;2;221;0.13
8;2;2;222;0.13
8;2;2;223;0.13
8;2;2;224;0.13
8;2;2;225;0.13
8;2;2;226;0.13
8;2;2;227;0.13
8;2;2;228;0.13
8;2;2;229;0.13
8;2;2;230;0.13
8;2;2;231;0.13
8;2;2;232;0.13
8;2;2;233;0.13
8;2;2;234;0.13
8;2;2;235;0.13
8;2;2;236;0.13
8;2;2;237;0.13
8;2;2;238;0.13
8;2;2;239;0.13
8;2;2;240;0.13
8;2;2;241;0.13
8;2;2;242;0.13
8;2;2;243;0.13
8;2;2;517;0.13
8;2;2;518;0.13
8;2;2;519;0.13
8;2;2;520;0.13
8;2;2;521;0.13
8;2;2;522;0.13
8;2;2;523;0.13
8;2;2;524;0.13
8;2;2;525;0.13
8;2;2;526;0.13
8;2;2;527;0.13
8;2;2;528;0.13
8;2;2;529;0.13
8;2;2;530;0.13
8;2;2;531;0.13
8;2;2;532;0.13
8;2;2;533;0.13
8;2;2;534;0.13
8;2;2;535;0.13
8;2;2;536;0.13
8;2;2;537;0.13
8;2;2;538;0.13
8;2;2;539;0.13
8;2;2;540;0.13
8;2;2;541;0.13
8;2;2;542;0.13
8;2;2;543;0.13
8;2;2;544;0.13
8;2;2;545;0.13
8;2;2;546;0.13
8;2;2;547;0.13
8;2;2;548;0.13
8;2;2;549;0.13
8;2;2;550;0.13
8;2;2;551;0.13
8;2;2;552;0.13
8;2;2;553;0.13
8;2;2;554;0.13
8;2;2;555;0.13
8;2;2;556;0.13
8;2;2;557;0.13
8;2;2;558;0.13
8;2;2;559;0.13
8;2;2;560;0.13
8;2;2;561;0.13
8;2;2;562;0.13
8;2;2;563;0.13
8;2;2;564;0.13
8;2;2;565;0.13
8;2;2;566;0.13
8;2;2;567;0.13
8;2;2;568;0.13
8;2;2;569;0.13
8;2;2;570;0.13
8;2;2;571;0.13
8;2;2;572;0.13
8;2;2;573;0.13
8;2;2;574;0.13
8;2;2;575;0.13
8;2;2;576;0.13
8;2;2;577;0.13
8;2;2;578;0.13
8;2;2;579;0.13
8;2;2;580;0.13
8;2;2;581;0.13
8;2;2;582;0.13
8;2;2;583;0.13
8;2;2;584;0.13
8;2;2;585;0.13
8;2;2;586;0.13
8;2;2;587;0.13
8;2;2;588;0.13
8;2;2;589;0.13
8;2;2;590;0.13
8;2;2;591;0.13
8;2;2;592;0.13
8;2;2;593;0.13
8;2;2;594;0.13
8;2;2;595;0.13
8;2;2;596;0.13
8;2;2;597;0.13
8;2;2;598;0.13
8;2;2;599;0.13
8;2;2;600;0.13
8;2;2;601;0.13
8;2;2;602;0.13
8;2;2;603;0.13
8;2;2;604;0.13
8;2;2;605;0.13
8;2;2;606;0.13
8;2;2;607;0.13
8;2;2;608;0.13
8;2;2;882;0.13
8;2;2;883;0.13
8;2;2;884;0.13
8;2;2;885;0.13
8;2;2;886;0.13
8;2;2;887;0.13
8;2;2;888;0.13
8;2;2;889;0.13
8;2;2;890;0.13
8;2;2;891;0.13
8;2;2;892;0.13
8;2;2;893;0.13
8;2;2;894;0.13
8;2;2;895;0.13
8;2;2;896;0.13
8;2;2;897;0.13
8;2;2;898;0.13
8;2;2;899;0.13
8;2;2;900;0.13
8;2;2;901;0.13
8;2;2;902;0.13
8;2;2;903;0.13
8;2;2;904;0.13
8;2;2;905;0.13
8;2;2;906;0.13
8;2;2;907;0.13
8;2;2;908;0.13
8;2;2;909;0.13
8;2;2;910;0.13
8;2;2;911;0.13
8;2;2;912;0.13
8;2;2;913;0.13
8;2;2;914;0.13
8;2;2;915;0.13
8;2;2;916;0.13
8;2;2;917;0.13
8;2;2;918;0.13
8;2;2;919;0.13
8;2;2;920;0.13
8;2;2;921;0.13
8;2;2;922;0.13
8;2;2;923;0.13
8;2;2;924;0.13
8;2;2;925;0.13
8;2;2;926;0.13
8;2;2;927;0.13
8;2;2;928;0.13
8;2;2;929;0.13
8;2;2;930;0.13
8;2;2;931;0.13
8;2;2;932;0.13
8;2;2;933;0.13
